trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.985, 'e': 0.06198211786635909}",20,11,13.462013035659783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.985, 'e': 0.061052386098363706}",30,13,30.359363114715926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.985, 'e': 0.06013660030688825}",20,16,9.059321162720677,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.985, 'e': 0.05923455130228492}",35,17,-49.97483749641315,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
188,False,"{'a': 0.985, 'e': 0.05834603303275065}",25,20,7.676972212431975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.985, 'e': 0.05747084253725939}",30,17,24.502315684083904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.985, 'e': 0.0566087798992005}",20,4,-13.659565400075342,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
191,False,"{'a': 0.985, 'e': 0.05575964820071249}",30,12,35.98662975225131,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.985, 'e': 0.0549232534777018}",20,13,12.353609798451448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.985, 'e': 0.054099404675536276}",20,6,21.674658684884776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.985, 'e': 0.05328791360540323}",20,15,8.228534347842853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.985, 'e': 0.05248859490132218}",30,19,12.024487455675525,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.985, 'e': 0.05170126597780234}",20,13,14.606463908549467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.985, 'e': 0.05092574698813531}",20,7,8.633776874701589,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.985, 'e': 0.05016186078331328}",20,13,12.831289687859151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.985, 'e': 0.04940943287156358}",20,8,19.444759254026067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.985, 'e': 0.048668291378490124}",25,13,23.729262526131006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.985, 'e': 0.04793826700781277}",30,12,1.439122872224803,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.985, 'e': 0.04721919300269558}",20,5,26.338648397825356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.985, 'e': 0.04651090510765515}",20,9,18.726342251510655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.985, 'e': 0.04581324153104032}",20,4,8.51011473375059,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.985, 'e': 0.04512604290807471}",20,0,18.54362764738305,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.985, 'e': 0.04444915226445359}",20,10,18.433680550032136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.985, 'e': 0.04378241498048679}",25,11,26.97833193404522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.985, 'e': 0.04312567875577948}",20,8,24.284056485438622,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.985, 'e': 0.04247879357444279}",25,15,19.249468692205475,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.985, 'e': 0.04184161167082615}",25,15,21.766805208862284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.985, 'e': 0.04121398749576376}",20,9,22.50238274372407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.985, 'e': 0.0405957776833273}",30,12,17.834111854019394,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.985, 'e': 0.03998684101807739}",20,10,18.401813616250728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.985, 'e': 0.039387038402806225}",25,10,23.91334242112118,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.985, 'e': 0.038796232826764136}",20,0,28.031462125809835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.985, 'e': 0.038214289334362675}",30,17,27.11352682164194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.985, 'e': 0.03764107499434723}",25,10,17.60470313027521,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.985, 'e': 0.037076458869432026}",25,8,30.079928483635626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.985, 'e': 0.036520311986390545}",20,6,22.598682372930963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.985, 'e': 0.03597250730659468}",35,15,40.55218673592564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.985, 'e': 0.03543291969699576}",20,3,26.736310084899124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.985, 'e': 0.03490142590154083}",20,6,22.788864287642546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.985, 'e': 0.03437790451301771}",25,17,15.640819440177012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.985, 'e': 0.03386223594532245}",25,7,30.445124916973278,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.985, 'e': 0.03335430240614261}",20,8,9.578063193202176,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.985, 'e': 0.03285398787005047}",25,9,32.381758912521576,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.985, 'e': 0.032361178051999714}",25,13,22.562362572065826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.985, 'e': 0.03187576038121972}",20,12,12.038972554271982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.985, 'e': 0.03139762397550142}",25,0,38.5940726754016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.985, 'e': 0.0309266596158689}",25,13,24.327782926248936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.985, 'e': 0.030462759721630865}",20,5,30.733206509202194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.985, 'e': 0.030005818325806403}",30,15,24.842899599245307,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.985, 'e': 0.029555731050919305}",20,14,9.177130735972387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.985, 'e': 0.029112395085155514}",30,15,-14.29685520975461,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.985, 'e': 0.028675709158878182}",25,5,-8.137557104550623,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.985, 'e': 0.02824557352149501}",30,18,24.243980925955718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.985, 'e': 0.027821889918672585}",25,15,4.7978199290954455,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.985, 'e': 0.027404561569892495}",20,15,6.710202384327434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.985, 'e': 0.026993493146344107}",25,0,36.35952991669172,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.985, 'e': 0.026588590749148943}",20,2,35.18705328363913,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.985, 'e': 0.02618976188791171}",20,15,8.16546216637214,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.985, 'e': 0.025796915459593034}",25,15,22.05636308079051,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.985, 'e': 0.02540996172769914}",25,7,5.64190111845995,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.985, 'e': 0.02502881230178365}",20,13,14.4991383886489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.985, 'e': 0.024653380117256894}",20,12,16.078975568310597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.985, 'e': 0.024283579415498042}",20,11,20.104752328772157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.985, 'e': 0.02391932572426557}",25,13,19.90136701364641,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.985, 'e': 0.023560535838401588}",30,16,30.048146427016984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.985, 'e': 0.023207127800825563}",20,10,19.118037998449942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.985, 'e': 0.02285902088381318}",30,20,23.155603379754112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.985, 'e': 0.02251613557055598}",20,10,-2.626195925440682,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
252,False,"{'a': 0.985, 'e': 0.022178393536997642}",30,18,-14.22573550887988,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
253,False,"{'a': 0.985, 'e': 0.021845717633942677}",25,12,-22.158901854043556,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.985, 'e': 0.021518031869433536}",30,19,20.108821471895343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.985, 'e': 0.021195261391392033}",25,11,29.04231082813182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.985, 'e': 0.020877332470521152}",20,14,11.011966155223973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.985, 'e': 0.020564172483463334}",25,11,29.949996600995657,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.985, 'e': 0.020255709896211383}",25,14,21.112739223885928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.985, 'e': 0.019951874247768214}",20,0,27.054300883854026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.985, 'e': 0.019652596134051688}",30,10,34.181098261497574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.985, 'e': 0.019357807192040912}",25,11,16.60094223434074,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.985, 'e': 0.019067440084160298}",20,14,12.024706650121237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.985, 'e': 0.018781428482897895}",25,12,12.6698714102948,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.985, 'e': 0.018499707055654426}",25,16,14.715087984702716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.985, 'e': 0.01822221144981961}",20,0,32.86546119526979,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.985, 'e': 0.017948878278072317}",25,9,26.42672544397472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.985, 'e': 0.01767964510390123}",30,17,20.650316078722906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.985, 'e': 0.01741445042734271}",25,14,7.366053339174272,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.985, 'e': 0.01715323367093257}",20,0,22.527084287588863,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.985, 'e': 0.016895935165868584}",20,14,10.150327777966776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.985, 'e': 0.016642496138380553}",25,6,-3.2864974626261834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.985, 'e': 0.016392858696304843}",30,6,46.876675210704356,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.985, 'e': 0.01614696581586027}",25,12,25.624671102084143,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.985, 'e': 0.01590476132862237}",20,16,6.309906547559771,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.985, 'e': 0.01566618990869303}",20,14,11.295125466566134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.985, 'e': 0.015431197060062636}",20,6,15.444311617722477,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.985, 'e': 0.015199729104161695}",25,16,15.331246130500066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.985, 'e': 0.01497173316759927}",25,19,12.023857020338388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.985, 'e': 0.014747157170085281}",20,6,26.58106677887355,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.985, 'e': 0.014525949812534002}",20,6,21.293292313690568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.985, 'e': 0.014308060565345991}",20,15,8.908213535398376,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.985, 'e': 0.0140934396568658}",20,9,21.449597672471338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.985, 'e': 0.013882038062012814}",25,13,23.394141913465866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.985, 'e': 0.013673807491082622}",30,12,32.80548781671527,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.985, 'e': 0.013468700378716383}",25,13,19.8407521184535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.985, 'e': 0.013266669873035637}",20,12,17.469844747530466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.985, 'e': 0.013067669824940101}",25,7,36.902717909632216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.985, 'e': 0.012871654777566}",20,10,16.03264485359936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.985, 'e': 0.01267857995590251}",20,10,17.205441215899196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.985, 'e': 0.012488401256563971}",20,3,27.082195433639523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.985, 'e': 0.012301075237715512}",20,12,16.991921627902286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.985, 'e': 0.01211655910914978}",25,11,26.262863557282632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.985, 'e': 0.011934810722512533}",25,5,31.885941374527437,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.985, 'e': 0.011755788561674845}",25,15,22.402779866318266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.985, 'e': 0.011579451733249722}",25,9,33.048392447874306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.985, 'e': 0.011405759957250976}",25,17,13.313230338629852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.985, 'e': 0.01123467355789221}",25,2,41.34705014127928,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.985, 'e': 0.011066153454523827}",25,20,9.050138386615144,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.985, 'e': 0.01090016115270597}",20,14,11.940204576997782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.985, 'e': 0.010736658735415381}",25,14,21.322443031593608,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.985, 'e': 0.010575608854384149}",25,9,14.394275651698761,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.985, 'e': 0.010416974721568387}",20,11,13.662315761313373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.985, 'e': 0.010260720100744861}",20,1,-12.64621776622166,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.985, 'e': 0.010106809299233688}",25,0,36.44837354911653,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.985, 'e': 0.009955207159745183}",20,16,8.098821735815783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,7,26.241019186875878,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,23.849694668211647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,20.437351406962282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,11.734512099505332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,15,20.163768795221483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,13,11.152931566029757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,15.441697688060575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,16.74558088045361,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,20.832223841844296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,15.088032012106614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",35,23,19.18554720666941,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,18,20.861384106958553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,16,7.438322020182846,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,10,25.966352079084412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,14,11.21986636578293,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,20,11.548557518480477,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,20,7.335000438436878,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,11,24.990783995537328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,10,17.831689517853917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,8,32.00916022224946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
